"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"686","US",26032815,"R3EJX3WETBAC7O","B008O1V33A",569841544,"professional lightweight hair dryer","Beauty",2,0,0,"N","Y","Just ok","Not crazy about the diffuser, which is what I bought it for.  I have wavy hair and this doesn't really work for my hair - it leaves it looking limp and seems like it takes longer to dry my hair than my old hair dryer.  It is lightweight.  Maybe it works better for straightening?",2013-06-20
"687","US",26055660,"R376D07X0QEYQW","B007T70X0Y",535977674,"hsi professional hair dryer d-2200 with turbo ionic and infrared technology","Beauty",5,6,7,"N","Y","its a beast!!!!!!!!!","worked great!!!!!!!!!!!!  better then my other ones and i had a lot of them ranging from 10- 100$$$ this one is the best so far!!",2013-06-20
"688","US",37671164,"R2OCP7IA3XJQ1D","B000R80ZTQ",486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Beauty",5,0,0,"N","Y","Best selfish purchase ever","So I was at a hotel over the weekend and they had one of these hair dryers.  I thought &#34;Wow!  This thing is quiet and powerful!  I need one.&#34;  Mind you, my old dryer was almost 6-7 years old so it was due time.  For the price I was skeptical but holy moly is this thing awesome!  I'm one of those &#34;I hate washing my hair b/c it takes forever to dry&#34; kind of gals and this bad boy had it completely dry in a few minutes.  It's heavier than my last one but who the heck cares because I don't lose hearing after use and I'm done in a few minutes vs 15 with the previous one.  So yeah... Clearly I recommend this. :)",2013-06-20
"689","US",21865292,"R31Q47DDLOHAB1","B0001B86HM",805407843,"conair pro styler bonnet hair dryer, white","Beauty",4,0,0,"N","Y","Gets the job done","It takes some time to get your hair dry, depending on how many rollers you use and your hair type, but it definitely gets the job done. it is sturdy and hot enough without burning you to a crisp.",2013-06-20
"690","US",11962752,"R1U3QHS7QO7T40","B00009YJSJ",109106777,"conair wallmount 1600 watt hair dryer with led night light; white","Beauty",5,0,0,"N","Y","This is a great product for home as well as hotel!","This is a great product for home as well as hotel! I have one in each of my 3 bathrooms!!",2013-06-20
"691","US",21865292,"R10VKYX3IVX1XX","B000XE6C3M",772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)","Beauty",5,0,0,"N","Y","Powerful professional blow dryer.","I have frizzy and curly hair so it is hard to find a blow dryer than can straighten easily and quickly. This pro blow dryer definitely does the trick. It is strong and gets the job done.",2013-06-20
"692","US",8322640,"R31FM3GAIHFZZ6","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",5,0,0,"N","Y","Good","Good and powerful. I think it is enough for boys and guys to dry their hair within 2 or 3 minutes.",2013-06-20
"693","US",4435968,"R3GIWKV269DZZN","B000XE6C3M",772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)","Beauty",5,0,0,"N","Y","Great","Great price. It's a good brand, I did my research and its easy to control because of the different heatsettings .i recommend . Others brands are expensive when you could just get this product for less.",2013-06-18
"694","US",30696018,"R326T6OCU4WMB8","B000R80ZTQ",486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Beauty",5,0,0,"N","Y","Perfect dryer!","The greatest thing this dryer has is the retractable cord - and, of course the varied choices for temperature and blowing power!",2013-06-18
"695","US",22142143,"R2136OP1VQ9P7I","B000HK1NK4",791081896,"hello kitty 1875 watt hair dryer","Beauty",5,0,0,"N","N","Awesome","Compact size. Powerful dryer. Light weight. Super cute hello kitty and pink. Dries my hair quickly. I highly recommend this product.",2013-06-18
"696","US",45869523,"RG6RUQVT2O4N8","B000E8PG98",676407800,"conair 1875 watt cord-keeper hair dryer; pink","Beauty",4,0,1,"N","Y","Decent Quality","It replaced my old ConAir ionShine with retracting cord. I was able to buy those (the old ones) at the big W (you know where) for a reasonable price, but they would die about every 6 to 12 months. When the last one died, they didn't have any on the shelf (go figure). So I tried to find a replacement with this one.<br /><br />It's a shiny red color, but since it spends most of it's life in the cabinet under my sink, I don't think that's a big selling point. I like that this one has a retracting cord, and the fact that it doesn't fold in half like my old ones hasn't been a problem, so far. In fact, it's probably an engineering upgrade. I imagine the folding types break more easily.<br /><br />When I first started using it, it seemed to take a bit longer than average to dry my hair, but after a few uses, it seems to be &#34;broken in&#34; now. I like that it has cold, warm or hot options and low or high speeds. So, all in all, it does the job for a reasonable price and offers the retractable cord (which is a must for those of us who a bit OCD). Only gave it 4 stars because, well, it's not made of gold (which would probably melt from the heat anyway).",2013-06-18
"697","US",22040450,"RWPM4TE9J1NZN","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",2,1,1,"N","Y","Not good","The socket blow up and got alot of sparkles make me so scary throw it away and didnt use it again ever",2013-06-18
"698","US",12739554,"R3OWR2HD4M5TYZ","B00APV7OWG",443954263,"onei mk-ii air ionique hair dryer with ionic generator for professional blowouts","Beauty",5,3,4,"N","Y","I was NOT disappointed!","I originally came onto Amazon to search for  a dryer that I had found in a store that was out of stock.  Once logging on, I decided to peruse the selection of hair dryers in the same price range.  This dryer had the largest number of reviews and the highest rating.  I was replacing an old dryer and was looking for something that would dry my hair quickly and leave it looking smooth.<br /><br />Other reviewers commented on how great the Onei dryer was, citing it's speed in drying, it's ionic component that left hair smooth, and several even mentioned how quiet the dryer was.  The dryer arrived faster than anticipated and I was in love the first time I used it!!  It did dry my hair quickly (the same or faster than other dryers), my hair doesn't require a pass through with a flat iron on most days as it usually did, and it's actually REALLY quiet (like, abnormally so).  While I don't have to worry about waking anyone up, it's quiet enough not to drown out the phone ringing or my music playing while I get ready.<br /><br />The attachments are great...as is the long cord.  I really love this product and hope it lasts as long as other reviewers said it did!",2013-06-18
"699","US",25472936,"R1L4HCO4YWSWYC","B0050QLDGY",635386699,"remington d3710 ceramic fast finish dual fan turbo hair dryer, 1875 watts","Beauty",5,0,0,"N","Y","Great buy","I got this hairdryer because it was cheaper but still had great reviews. I would agree with some of the reviews in that there is not a very good medium heat, its either too hot or cool, but I still think it works great. I love it!",2013-06-18
"700","US",49439761,"R1ZX3ILHPBTKSN","B000V3URNG",843035023,"elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer","Beauty",5,0,0,"N","Y","Outstanding product & value","This is a truly fast dryer. It met or exceed my expectations. I have had it for about 6 months and love it.",2013-06-18
"701","US",43503307,"R3OK61NZLMSG4T","B0009XH6WI",197856712,"andis 1600w quiet hangup hair dryer with night light","Beauty",4,0,0,"N","Y","Neat and compact. Power?","This replaced a Conair Wallmount Dryer without the LED Night Light.<br />Found the Andis model to be compact especially with the unique cord hanger.<br />Does not seem as powerful however.<br />Bright night light a real plus!",2013-06-18
"702","US",51980564,"R1A9SIBJ5HBEEG","B00016KMIS",983445543,"sunbeam/oster 1500 watt wall mounted hair dryer.","Beauty",2,2,2,"N","Y","Unit does not produce enough heat.","This dryer is powerful enough it just produces luke warm air.  It was very convenient to install as clippped right on to the existing sunbeam plate bracket.",2013-06-17
"703","US",7572702,"R4N5A5KGG28O8","B000HK1NK4",791081896,"hello kitty 1875 watt hair dryer","Beauty",4,0,0,"N","N","2cute!!!","I loved my new hair dryer.  it way 2cute!!. it looks like a cute toy but works pretty good . I think it is pretty powerful. it dries up my hair extensions good :)",2013-06-17
"704","US",11022391,"R1CEAEQDNPGT1V","B00APV7OWG",443954263,"onei mk-ii air ionique hair dryer with ionic generator for professional blowouts","Beauty",5,0,0,"N","Y","Truly awesome hair dryer! Very pleased...","Really love this hair dryer.  It is super lightweight and sleek.  Dries hair quickly and easily.  The price was on target and the shipping was ultra fast -- very pleased with the seller as well. Highly recommend product and seller! Kudos to both :)",2013-06-17
"705","US",7349887,"R121J28QZGHB4T","B004YZMKKU",258419037,"john frieda(r) jf1r 1,875-watt hair dryer","Beauty",2,1,1,"N","N","Not enough air, heavier, and just not impressed:(","I didn't need a new hair dryer but saw this John Frieda dryer in the store and I had to purchase! I gave it a try and was not happy. In my opinion there was not enough air coming out, and it sounds funny. I will return tomorrow.",2013-06-17
"706","US",18658006,"R3S0GYNJQG4XSY","B002B8VE4U",74735317,"travel smart by conair dual voltage 1875 watt hair dryer","Beauty",5,0,0,"N","Y","1875-Watt Mini Hair Dryer. Dual Voltage -- love it","I bought one of these in 2001 for a 3 week trip to Europe.  It's still going strong.  So, I purchased this for a young friend, just graduating from high school and headed to Spain for some future studies. Hopefully, she will have as good luck with her's as I have had!",2013-06-17
"707","US",45356781,"R3AG1B61K1XYYG","B00009YJSJ",109106777,"conair wallmount 1600 watt hair dryer with led night light; white","Beauty",4,0,0,"N","Y","A great tool to have in the bathroom.","It is convenient and one doesn't have to bend a stretch to locate it.  It hangs on the wall and the night light is great!",2013-06-17
"708","US",7286163,"ROTCO4DKPRI7T","B001UE7D2I",127343313,"andis 1875-watt tourmaline ceramic ionic styling hair dryer","Beauty",2,0,0,"N","Y","COOL MODE BUTTON DEFECTIVE","The styling of blow-dryer is great; the functions are not! The cool down button feature was pressed once for use, but got stuck inside of unit wobbling around, but would not release back so the warm mode. The 240 V option only worked on the low feature. Also, I found the brush attachment flimsy, not firm and would eventually wear out quickly. SUB-STAND FEATURES ruined a great looking unit! Quality would be the remedy! This could have been a winner...sad;(",2013-06-17
"709","US",52167572,"R3GBH92LYBTD39","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",5,1,2,"N","Y","great value","This is the only hairdryer I've ever seen that has a cool blower setting as well as a cool shot button. I like the cool blower for finishing when the day is hot. I keep pressing the cool shot button accidentally, however, because it's so darn convenient. The cool shot button is exactly where my thumb naturally rests and I have to keep that in mind. The cord is shorter than I'd like, and a good bit shorter than my last dryer. The sliding controls aren't wonderful. The friction ridges are quite flat and the two slides mesh so well and are so narrow that my thumb can't tell them apart. I have to press those flat ridges so hard that it hurts my thumb, so I use my &#34;off&#34; hand to slide the controls. There's some kind of thin, plastic-like finish that's slowly peeling off, but that doesn't bother me at all.<br /><br />My last dryer was a Black & Decker. It was very small and compact and did the job for many years, possibly as much as 20 years. I do still wish I could have replaced it with the same thing.<br /><br />All this sounds like complaining, I know, but they're trivial complaints (except the cord length). I've never had a diffuser attachment before but I found it worth learning to use. I used to dry and style my short, curly hair in about a minute on the hot setting, but now the diffuser and the warm setting do it just as fast and better. The Conair hot setting is pretty hot, so if you need that you'll be happy. Best of all is that, even in the winter, my hair never gets flyaway with static electricity.<br /><br />I've had this Conair less than a year, so I can't comment on its durability.<br /><br />BTW, I bought this upon the recommendation of Consumer Reports. They called it a good value and I certainly agree.<br /><br />I've had it almost 4 years now and it's still trouble-free.",2013-06-17
"710","US",14696957,"R22SU17SVCT4D6","B003TJBI64",218800429,"turbo power megaturbo 3000 professional hair dryer","Beauty",5,2,2,"N","Y","Great Professional Dryer","Long and heavy duty cord, powerful, great attachments, enough settings and the buttons are a little recessed so you can't mistakenly hit them while you're drying.  Fees sturdy but not too heavy.  Good product for the buck.",2013-06-17
"711","US",38686404,"R2GH7DDLN6IPSL","B001BOFIRO",26711891,"andis tourmaline ionic/ceramic 1875 watt hair dryer","Beauty",5,0,0,"N","Y","Reduces Drying Time","Never heard of this brand before, but found it in a boutique hotel and was very pleased with so I ordered it from Amazon.  Really reduces drying time which results in smoother hair.  Highly recommend.",2013-06-17
"712","US",13224565,"R14MNH2O2BTJ9G","B0002G214U",685652978,"conair soft bonnet hair dryer 1 ea","Beauty",5,0,0,"N","Y","SOFT BONNET HAIRDRYER MOST CONVENIENT FOR ME","There aren't too many of the soft bonnet hairdryers available, so this is the one that I've had the most success with. I just wish it were easier to get replacement bonnets. I recently ordered 3 for the dryer that I already had, but the bonnets have been on &#34;back order&#34; for months, so I had to buy a whole new dryer.",2013-06-16
"713","US",18395472,"R6JQQN5H6N0AH","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",5,0,0,"N","Y","Great Hair Dryer","I love this hair dryer.  There are more settings on this dryer than I have ever had.  It seems to dry my hair quicker",2013-06-16
"714","US",9986005,"R38CROD9DH2HC5","B008O1V33A",569841544,"professional lightweight hair dryer","Beauty",4,0,0,"N","Y","Very good product..","So far, this is the first time I've purchased the real Pro with affordable price...it dry fast with impressive speed....Love it",2013-06-16
"715","US",23176478,"RB06Z9K18BFZT","B000R858R0",664218299,"conair the power of pink ionic hair dryer","Beauty",5,0,0,"N","Y","Love it!","Its brand new, just as expected. Works perfectly! It fits all of the descriptions of when I purchased this product!",2013-06-16
"716","US",11440397,"RTWEGZHSU1M4Q","B0009XH6WI",197856712,"andis 1600w quiet hangup hair dryer with night light","Beauty",5,0,0,"N","Y","Love it, especially the night light","Handy & convenient.  Love the cord hanger, I use it to hang my flat iron.  Very good product for the cost.",2013-06-15
"717","US",27766631,"R2DR9T0QG1L52U","B000RZLL38",983445543,"oster tourmaline wall mount hair dryer 76932-710","Beauty",5,0,0,"N","Y","Well designed, easy to use and easy to mount","This unit performs well and was easy to install.  We especially like the magnet &#34;latch&#34; which holds the dryer into the wall mount.  There are no plastic latch parts to break and you don't have to push the dryer into the mount to lock it into place.",2013-06-15
"718","US",45641495,"R3R6JJGTZWD9BF","B0089TDTWK",187812876,"conair 1875-watt ionic conditioning pro style hair dryer","Beauty",5,2,2,"N","Y","Lightweight and effective","I bought this for traveling. I have very thick hair that takes a long time to dry. This blow dryer is light weight but still does a good job of drying my hair.",2013-06-15
"719","US",26289657,"R1FGRR6HSTFSD9","B000BBS63G",761176783,"conair bb075w pro blackbird 2000-watt hair dryer","Beauty",4,0,0,"N","Y","Great Blow dryer!","I have kinky curly 4a hair.<br />pros:<br />I was looking for a blow dryer that had a lot of power to dry my hair quicker and make my hair less frizzy. This blow dryer does a great job drying my hair faster and it makes my hair softer and straighter. It can get very hot. Lots of power. I like that it has four heat settings. Its also very sturdy<br />cons:<br />a little heavier than I expected but its not too bad. Its four speeds but you have to play around with it to get the right speed that you want because you cant tell which is the low, medium, and high speed.<br /><br />other than that I really like this blow dryer",2013-06-15
"720","US",16061264,"R1L6H014MKWT1S","B001LQY1X4",748065701,"conair 1875 watt mid-size hair dryer","Beauty",5,0,0,"N","Y","perfect","I actually use this in the garage for drying glues, paints and finishes, replaced a unit I had for years, works great",2013-06-15
"721","US",10658113,"R2ZN0O56OFHOYN","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",5,2,2,"N","Y","Excellent for traveling","I bought thus dryer after using it at a hotel and decided I must have it.  I love the way the handle folds for easy packing into my suitcase, the cool button is easy to reach and my hair does not get frizzy!  Did I mention the retractable cord, another feature that I love!  I highly recommend this dryer!",2013-06-15
"722","US",19719479,"R2GFRYS5PDL2U5","B000RZLL38",983445543,"oster tourmaline wall mount hair dryer 76932-710","Beauty",5,0,0,"N","Y","dryer","I purchased as a back up for the last one I bought.  I shuts of when it gets to hot.",2013-06-14
"723","US",34212924,"R31PRHCUBGKN9H","B00APV7OWG",443954263,"onei mk-ii air ionique hair dryer with ionic generator for professional blowouts","Beauty",5,0,0,"N","Y","Good hairdryer","I have wavy hair that can be coaxed into curls or dried straight. This hairdryer works for both, and dries quickly whether for curly or for straight hair. The diffuser is wonderful. I can put my hair into it and my hair stays without blowing out of it. I get nice, voluminous curly hair. There is a wide range of  blower strength and heat available for this hairdryer, and for blowdrying straight, I need to use one notch below the maximum for both. Otherwise, my hair blows everywhere. Despite the blower strength, the hair dryer is pretty quiet and fairly light. The cord is nice and long. One last thing--I already knocked this hair dryer off my counter top, and it survived, seemingly without any problems.",2013-06-14
"724","US",13450546,"R30R19M4Y2HKBE","B000A3I2X4",235105995,"revlon essentials 1875w fast dry hair dryer, rv408","Beauty",3,0,0,"N","Y","Nice product","Not using is regularly but its serving the worth of the price. its is small and easy for carrying during the travel.",2013-06-14
"725","US",20275670,"R1G3B5R5EVW5AI","B000E2ZONM",199558933,"t3 bespoke featherweight tourmaline professional ionic ceramic hair dryer model 83808-se","Beauty",5,0,0,"N","Y","Love it!","Love it!  Lighter th!an I thought a dryer could be.  Lives up to it's reputation...dries my  thick hair in record time",2013-06-14
"726","US",16775863,"R1LCO751RMI2S9","B0012DL8B4",897437023,"conair vagabond folding handle 1875 watt compact hair dryer 1 ea","Beauty",4,0,0,"N","Y","Good Dryer.","Hot but not too hot.  Lightweight.  Compact.  Only flaw- would like more focused air stream.  Otherwise...just right.  Hope it has a long life.",2013-06-14
"727","US",34050254,"R1DU3YA5VQLPV2","B001AFFBCG",392681682,"revlon 1875w compact travel hair dryer","Beauty",5,7,7,"N","Y","Just what I needed!","I'm traveling to Europe and I need a hair dryer with diffuser. I really like it! is not heavy, easy to handle. Is hot but you can change it to a low temperature. Best part, voltage for US and Europe. Just love it! very cute!",2013-06-14
"728","US",23679412,"R2NUBKDW08HLXT","B001CK23P2",66259499,"hot tools salon hair dryer (model: 1059)","Beauty",4,2,2,"N","N","LOVE IT","MY WIFE LOVE IT SHE TRY IT IMMEDIATELY ON MY DAUGHTER THEY LOVE IT. REALLY WORTH YOUR MONEY TRY IT.",2013-06-14
"729","US",7576451,"R3QCBAFK3HVBHR","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",5,0,0,"N","N","Better than my last hairdryer","I bought this based on a recommendation from a freind. I think its a good haridryer, I have had no issues. My last one that just stopped working was considerably  more expensive than this one so just comparing the two this one comes out on top for sure. Lots of air flow and a large handle thats comfortable in the hand.",2013-06-13
"730","US",17021731,"R2USO9IXFB4W7G","B0009XH6UU",486589264,"andis pro style soft grip 1600 watt hair dryer","Beauty",5,0,0,"N","Y","Best Hair Dryer Ever","Lightweight and compact but powerful.  Used one in a hotel and immediately ordered one when I returned home. After years of using a hair dryer, this is myall time favorite.  I use it most every morning and love it.  Plus, it was reasonably priced.",2013-06-13
"731","US",30823204,"R3838OAU3CC7RE","B008O1V33A",569841544,"professional lightweight hair dryer","Beauty",5,0,0,"N","Y","Powerful and lightweight","This is not a compact travel hair dryer, but for home use it's sleek, lightweight, and powerful. It has all the features anyone would need, and it's easy to handle.",2013-06-13
"732","US",22803400,"RMVBGBOR2PTE6","B0009XH6V4",670161917,"andis micro turbo hair dryer","Beauty",4,0,0,"N","Y","Compact Traveler","The dryer works efficiently and is easy to pack. The unit does not have the power of my older traveler hair dryer, but is more than adequate.<br /><br /> I would buy this product again.",2013-06-13
"733","US",12598018,"R3FZVXBANK9JOJ","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",5,0,0,"N","Y","Like this hair dryer","This hair dryer is light and easy to use.  It met my expectations for drying medium length hair.  Very pleased.",2013-06-12
"734","US",25810439,"R12I6T67YS0B3Q","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",5,0,0,"N","Y","Perfect product","Product was shipped promptly, is exactly as advertised. Not too much, not too little.....does the job to dry both my hair and my Chihuahua's after a bath.",2013-06-12
"735","US",14316480,"RI0XSRIGXNU9Z","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",5,0,0,"N","Y","Nice hair dryer!","I love the ionic conditioning feature of this hairdryer. It works! Other than that, it's pretty much your average hair dryer. I do keep accidentally turning it off because of the way the switch is located, but I expect I'll eventually adapt to that.",2013-06-12
"736","US",30651532,"R226XE4YAB131P","B0009XH6UU",486589264,"andis pro style soft grip 1600 watt hair dryer","Beauty",5,0,0,"N","Y","Hair Dryer by Andis","My wife used this brand she saw at Disney while on vacation last year, she liked it enough that she decided she wanted one like it. After searching Amazon I was surprised to find it and order one. Works well and wife is happy. Seems to have a stronger air output than more expensive brands.",2013-06-11
"737","US",44943303,"R3MSE1RKIR715C","B003V264WW",732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Beauty",4,0,0,"N","Y","it dries hair","for the price, this is a good product.  i have long, thick hair and it doesn't take very long to dry with this one.  my only complaint is that the diffuser is pretty small.  otherwise, it's a good dryer.",2013-06-11
"738","US",39607536,"R2RPCRFDWVDN5V","B000H0XV3G",963066492,"vidal sassoon vs547 1875w tourmaline ceramic hair dryer","Beauty",5,11,11,"N","Y","Great professional quality dryer","I love this Vidal Sassoon dryer. Do not be fooled by its size and &#34;full size&#34;. It is super light and dries my long hair in minutes. It has 2 heat settings and a hot and warm mode for drying and setting respectively. It has the option to turn the ions on and off which helps in a good blow dry. It comes with the nozzle attachment for focussed drying and prevention of frizzies. It also comes with the curl enhancer which helps in creating voluminous natural waves.<br /><br />I was pleasantly surprised by how light it is and I manage to dry my hair with only one hand, while combing with the other hand.",2013-06-11
"739","US",15424289,"R3R4395IAKRWFY","B00092M2VO",238410319,"andis 1875 watt professional ceramic ionic hair dryer","Beauty",5,1,1,"N","Y","Jj","My dream hair dryer....great product.  This hair dryer dries my hair quickly and gives me the smoothness that I want.  I enjoy using this hair dryer because it gets the job done in less time.  My hair is thick and it takes forever to dry but not with the Andis 82005 Professional 1875 Watt Ceramic Ionic Hair Dryer!!",2013-06-11
"740","US",46436650,"R1WOJC8G3JROL4","B007PM4M3M",987021536,"panasonic kurukuru curling hair dryer eh-ka60-k black | ac100-120v/200-240v (japan model)","Beauty",5,2,3,"N","Y","I really like this product and it's dual voltage! =)","I bought this because I could not use my Conair Infiniti pro hot brush when I travel to other country. Fortunately, this performs much better than the conair hot brush. Aside from providing me a good styled-hair, my hair also shines better after using this. This product is very durable, it shows on the design. I've been using this regularly for three months now.",2013-06-11
"741","US",45621228,"R2PRKP3Z8LZ0BK","B000LQB5YS",194533684,"t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer","Beauty",3,0,0,"N","Y","Nice product low noise","The dryer is very quiet, gets hot quickly and has three levels of speed, but the fastest speed still seems a bit slower than other pro dryers, but I am happy with it and got a lifetime warranty for giving feedback to the site.",2013-06-11
"742","US",18051891,"R1962LMA0J6SEP","B002B8VE4U",74735317,"travel smart by conair dual voltage 1875 watt hair dryer","Beauty",5,25,25,"N","Y","Very pleased","We went out West traveling, I took this mini hair dryer. It worked great. It was small,but it worked better than my full size one at home. It didn't take up much room, and it was light. Would recommend this to anyone traveling . Perfect!",2013-06-11
"743","US",45191181,"RZOMNZA5C3WP6","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",4,0,0,"N","Y","good for the price","Since switching to this hairdryer, my drying time is significantly less. It has good air power, without over heating your hair. Plus the attachments are great since I like to switch between curly and straight.",2013-06-11
"744","US",24231160,"R1U3WZZLFTA2BM","B00APV7OWG",443954263,"onei mk-ii air ionique hair dryer with ionic generator for professional blowouts","Beauty",5,0,0,"N","Y","excellent product","my wife is very happy with this purchase. I chose the product because the ad stated it was quiet, light powerful, professional quality. I have found everyting to be as advertised or better. hairblower is VERY QUIET and light to hold. these were impotant factors in choosing this prduct. price was very reasonable. delivery was quick. product was received in pristine condition. I highly recommend this product and seller",2013-06-10
"745","US",23030959,"R3OZK652U5BVB6","B007T70X0Y",535977674,"hsi professional hair dryer d-2200 with turbo ionic and infrared technology","Beauty",5,6,8,"N","Y","Great product!","Makes my hair shiny and soft.  I love this flat iron!  Great deal compared to other quality flat irons!  I would highly recommend to anyone.",2013-06-10
"746","US",14115928,"R287KT1I3RPYVM","B001UE7D2S",486589264,"andis pro style soft grip 1600 watt hair dryer","Beauty",5,0,0,"N","Y","Great Hair Dryer","A hotel we recently stayed in had this hair dryer and I loved it so much, had to buy one when I got home.<br />Dries hair quickly and is nice and light too.",2013-06-10
"747","US",46406148,"RDKY8ESLTLDT7","B001UE7D46",197856712,"andis 1600w quiet hangup hair dryer with night light","Beauty",1,0,0,"N","Y","Don't buy this","The first two did not work and were replaced by Amazon. The 3rd one worked for 14 months and then burned up - after turning on by itself in the middle of the night. Luckily, we were home and unplugged it before it caught fire!",2013-06-10
"748","US",42791325,"R10UC2CFUUAYIQ","B00132ZG3U",758099411,"conair 1875 watt tourmaline ceramic hair dryer","Beauty",4,0,1,"N","Y","Good, not great","The hairdryer takes a lot longer to dry my hair with compared to the one I had in the past. I don't notice any difference like it claimed in the description to help ease flyaways and tame hair.",2013-06-10
"749","US",20515541,"R3MJ8W3N9YDGUH","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",5,2,2,"N","Y","Andis RC-2 Ionic 1875W Ceramic hair dryer","Like the fact it is so compact that it is not difficult for travel as it takes up little room. Has a nice quiet sound and drys my hair very nicely.  Also the retractable cord it great so you don't have alot of cord that you have to wind up. This item also works well in a small drawer if being used at home.",2013-06-10
"750","US",12163730,"R2SDMHDF4MCYVH","B003TQPRGY",814216548,"revlon 1875w compact travel hair dryer","Beauty",5,0,0,"N","Y","Great Value","I felt this dryer was great for the money. It is not one of the best dryers out there but I felt it was sufficient in getting my hair dry in a short time period. I am not one of those folks who wants to wait very long for my hair to dry but I also didn't want to use a towel either. That's why I love this dryer. It is low cost which should be great for those people on a tight budget.",2013-06-10
"751","US",28856895,"R38GPK88BESBYM","B0009XH6TG",47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)","Beauty",2,1,1,"N","Y","Travel dryer","This dryer was not as small as I expected it to be .  Also was not as light as I wanted.",2013-06-10
"752","US",43042012,"R29NCVOLGCLILY","B00005O0MZ",694290590,"conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer","Beauty",4,0,0,"N","Y","Conair Styler","This hair appliance works well.  No issues to date.  It came with two (2) attachments, both of which I use intermittently.  It is lightweight and easy to handle.  The button that changes the temperature of the drying air is in a bad spot and every now and then it is easy to switch the drying temperature.  Easy enough to change it back, but it should be in a different area.",2013-06-09
"753","US",14716835,"R19WD35AW5RP6M","B000R80ZTQ",486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Beauty",3,0,0,"N","Y","Nothing special","After reading all the reviews, it seemed as if this dryer would perform well for my hair type. I have thick, coarse, Asian hair and a lot of it. This dryer is nothing special though. It's not that powerful, and nothing worth raving.<br /><br />Pro: Three heat settings (The fastest speed though is not that powerful)<br /><br />Con: Retractable feature makes the cord quite short.<br /><br />However, my roommate who has thin hair LOVES this hair dryer and is even considering getting her own.",2013-06-09
"754","US",40551411,"R3S4COQMHOXHHS","B000R80ZTQ",486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Beauty",5,0,0,"N","Y","How do i use this product in Africa,already got one.","I ordered for this hair dryer because of the advantages i saw.I have had a revlon dryer i had used for a long time and i guess i was due for a change.<br />I really looked out for one very good and with very advanced settings.I was able to get this dryer down to Africa,from the U.S.However,on receiving Infiniti Conair dryer;i was so anxious to use it.Like my custom has always been, i read the manual and was so suprised it was a 125volts!I was so dissappointed...i have not been able to use the product since i received it.<br />My question is how do i use the product since my country has a voltage of 220volts.I would really love to.",2013-06-09
"755","US",14979280,"R2TCI6BZTGHNLK","B002B8VE4U",74735317,"travel smart by conair dual voltage 1875 watt hair dryer","Beauty",5,24,25,"N","Y","perfect in Thailand","Brought this to Thailand. Although there were blow dryers in the rooms, i always prefer to have one that is powerful enough to dry my hair quickly. This is awesome! Compact and worked great. Just make sure you read directions before using in a 220 v outlet!",2013-06-08
"756","US",13621877,"R1G64BC6QPJWAY","B001B0TJCI",862140913,"blo and go by laurie coleman - portable hair dryer holder","Beauty",5,1,1,"N","Y","Really, hands free","My wife has M/S and she has difficulty holding the hair dryer. I was skeptical of this product working because it is one of those As seen on TV products. Boy, was I surprised. Out of the box, on the mirror, connected the hair dryer and hands free drying. We happened to have a full size mirror above the bathroom sink. Since the blo and go is a little heavy, I don't think it would work well on a small mirror of a medicine cabinet.",2013-06-08
